SOURCE_FILE,OACI,CIAD,NAME,MUNICIPIO,UF,ALT_M,OPERAÇÃO,OP_DIURNA,OP_NOTURNA,LAT_DD,LON_DD,N_RWYS,RUNWAY1_D_NM,RUNWAY2_D_NM,RUNWAY3_D_NM,RUNWAY1_LEN_M,RUNWAY2_LEN_M,RUNWAY3_LEN_M,RUNWAY1_WID_M,RUNWAY2_WID_M,RUNWAY3_WID_M,DATASET_TYPE
2025_08_22_BR_aerodromes_public,SSQP,BA0061,MONTE SANTO,MONTE SANTO,BA,442.0,VFR Diurno,,,-10.465277777777777,-39.28611111111111,1,170.0,,,1000.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SSQT,PR0013,CASTRO,CASTRO,PR,1010.0,VFR Diurno,,,-24.8075,-49.95944444444445,1,60.0,,,1400.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SSRE,PR0030,REALEZA,REALEZA,PR,501.0,VFR Diurno,,,-25.801111111111112,-53.51305555555555,1,60.0,,,1200.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SSRF,BA0034,CASTRO ALVES,CASTRO ALVES,BA,261.0,VFR Diurno,,,-12.767777777777779,-39.44472222222222,1,130.0,,,1200.0,,,21.0,,,heliport
2025_08_22_BR_aerodromes_public,SSRG,SP0030,AEROPORTO ESTADUAL DE REGISTRO,REGISTRO,SP,25.0,VFR Diurno,,,-24.531666666666666,-47.84027777777778,1,110.0,,,1500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SSRS,MA0008,BARREIRINHAS,BARREIRINHAS,MA,12.0,VFR Diurno,,,-2.756666666666667,-42.80333333333333,1,110.0,,,1500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SSRU,RS0034,SÃO LOURENÇO DO SUL,SÃO LOURENÇO DO SUL,RS,27.0,VFR Diurno,,,-31.384722222222223,-52.0325,1,30.0,,,1055.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SSRZ,RS0024,DÁRIO BRASIL CAPOANO DE OLIVEIRA,ROSÁRIO DO SUL,RS,102.0,VFR Diurno,,,-30.2775,-54.92527777777777,1,100.0,,,1000.0,,,20.0,,,heliport
2025_08_22_BR_aerodromes_public,SSQC,PR0029,SIQUEIRA CAMPOS,SIQUEIRA CAMPOS,PR,705.0,VFR Diurno,,,-23.674722222222222,-49.815555555555555,1,100.0,,,1200.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SSSC,RS0029,SANTA CRUZ DO SUL,SANTA CRUZ DO SUL,RS,199.0,VFR Diurno,,,-29.684166666666666,-52.41222222222222,1,80.0,,,1180.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SSSD,RS0017,SOLEDADE,SOLEDADE,RS,673.0,VFR Diurno,,,-28.863333333333333,-52.54055555555556,1,170.0,,,1199.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SSSG,RS0035,SÃO GABRIEL,SÃO GABRIEL,RS,145.0,VFR Diurno,,,-30.345,-54.26777777777777,1,40.0,,,1000.0,,,42.0,,,heliport
2025_08_22_BR_aerodromes_public,SSSS,SC0022,SÃO FRANCISCO DO SUL,SÃO FRANCISCO DO SUL,SC,15.0,VFR Diurno,,,-26.22111111111111,-48.56444444444444,1,180.0,,,700.0,,,35.0,,,heliport
2025_08_22_BR_aerodromes_public,SSST,RS0015,SANTIAGO,SANTIAGO,RS,441.0,VFR Diurno,,,-29.215,-54.84166666666667,1,170.0,,,830.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SSSZ,PR0033,SERTANÓPOLIS,SERTANÓPOLIS,PR,361.0,VFR Diurno,,,-23.061944444444446,-51.013888888888886,1,100.0,,,1023.0,,,25.0,,,heliport
2025_08_22_BR_aerodromes_public,SSTB,SC0013,TRÊS BARRAS,TRÊS BARRAS,SC,789.0,VFR Diurno,,,-26.135277777777777,-50.31055555555555,1,40.0,,,1330.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SSUM,PR0019,ORLANDO DE CARVALHO,UMUARAMA,PR,473.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-23.799166666666668,-53.31388888888888,1,40.0,,,1430.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SSUV,PR0034,JOSÉ CLETO,UNIÃO DA VITÓRIA,PR,750.0,VFR Diurno,,,-26.231944444444444,-51.0675,1,170.0,,,755.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SBVC,BA0005,GLAUBER DE ANDRADE ROCHA,VITÓRIA DA CONQUISTA,BA,894.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-14.907777777777778,-40.914722222222224,1,150.0,,,2100.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SSVI,SC0011,ÂNGELO PONZONI,VIDEIRA,SC,843.0,VFR Diurno/Noturno,,,-26.999722222222225,-51.14138888888889,1,100.0,,,1400.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SSVL,PR0007,TELÊMACO BORBA,TELÊMACO BORBA,PR,796.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-24.31638888888889,-50.65222222222222,1,20.0,,,1800.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SSVN,RS0030,VERANÓPOLIS,VERANÓPOLIS,RS,676.0,VFR Diurno,,,-28.935555555555556,-51.56777777777778,1,120.0,,,1000.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SBJE,CE0003,COMANDANTE ARISTON PESSOA,CRUZ,CE,27.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-2.9066666666666667,-40.35805555555556,1,80.0,,,2200.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SSWS,RS0025,CAÇAPAVA DO SUL,CAÇAPAVA DO SUL,RS,416.0,VFR Diurno,,,-30.549722222222226,-53.45805555555556,1,90.0,,,1000.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SSXX,SC0017,MUNICIPAL JOÃO WINCKLER,XANXERÊ,SC,910.0,VFR Diurno/Noturno,,,-26.875,-52.37277777777778,1,180.0,,,1149.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SSZR,RS0027,LUIS ALBERTO LEHR,SANTA ROSA,RS,309.0,VFR Diurno/Noturno,,,-27.90888888888889,-54.52222222222222,1,70.0,,,1200.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPG,PR0012,COMANDANTE ANTÔNIO AMILTON BERALDO,PONTA GROSSA,PR,789.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-25.184444444444445,-50.14388888888889,1,80.0,,,1430.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWBC,AM0017,BARCELOS,BARCELOS,AM,34.0,VFR Diurno,,,-0.9811111111111112,-62.919444444444444,1,90.0,,,1500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWBE,CE0006,WALFRIDO SALMITO DE ALMEIDA,SÃO BENEDITO,CE,884.0,VFR Diurno/Noturno,,,-4.042777777777777,-40.89388888888889,1,100.0,,,1500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SSSB,RS0014,SÃO BORJA,SÃO BORJA,RS,80.0,VFR Diurno,,,-28.654722222222222,-56.03472222222222,2,70.0,140.0,,1500.0,700.0,,30.0,18.0,,heliport
2025_08_22_BR_aerodromes_public,SWBR,AM0018,BORBA,BORBA,AM,30.0,VFR Diurno,,,-4.4061111111111115,-59.6025,1,120.0,,,1200.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SWCA,AM0007,CARAUARI,CARAUARI,AM,108.0,VFR Diurno,,,-4.871388888888889,-66.89750000000001,1,40.0,,,1665.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SWCB,GO0023,CAMPOS BELOS,CAMPOS BELOS,GO,690.0,VFR Diurno,,,-13.006944444444445,-46.71083333333333,1,180.0,,,1200.0,,,20.0,,,heliport
2025_08_22_BR_aerodromes_public,SWBG,MT0009,ANDRÉ ANTÔNIO MAGGI,PONTES E LACERDA,MT,247.0,VFR Diurno,,,-15.193333333333333,-59.38527777777778,1,10.0,,,1500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWCQ,RO0007,COSTA MARQUES,COSTA MARQUES,RO,190.0,VFR Diurno,,,-12.420555555555556,-64.25166666666667,1,20.0,,,1495.0,,,20.0,,,heliport
2025_08_22_BR_aerodromes_public,SWDM,MT0015,DIAMANTINO,DIAMANTINO,MT,469.0,VFR Diurno,,,-14.376666666666667,-56.400555555555556,1,170.0,,,1630.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SWCZ,GO0024,CERES,CERES,GO,598.0,VFR Diurno,,,-15.34388888888889,-49.60444444444445,1,150.0,,,1078.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SWDN,TO0006,DIANÓPOLIS,DIANÓPOLIS,TO,736.0,VFR Diurno,,,-11.595277777777778,-46.84777777777778,1,100.0,,,1518.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWEK,MT0024,CANARANA,CANARANA,MT,398.0,VFR Diurno,,,-13.5775,-52.268055555555556,1,180.0,,,685.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SWFN,AM0002,FLORES,MANAUS,AM,62.0,VFR Diurno,,,-3.072777777777778,-60.02111111111111,1,110.0,,,799.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWFR,GO0014,FORMOSA,FORMOSA,GO,973.0,VFR Diurno,,,-15.556111111111111,-47.344722222222224,1,50.0,,,1400.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWEI,AM0009,EIRUNEPÉ,EIRUNEPÉ,AM,127.0,VFR Diurno,,,-6.639444444444444,-69.87972222222221,1,160.0,,,2300.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SWGI,TO0004,GURUPI,GURUPI,TO,350.0,VFR Diurno/Noturno,,,-11.739444444444443,-49.13333333333333,1,120.0,,,1730.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWGN,TO0002,ARAGUAÍNA,ARAGUAÍNA,TO,236.0,VFR Diurno/Noturno,,,-7.2283333333333335,-48.240833333333335,1,90.0,,,1799.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SWHP,MT0006,FREDERICO CARLOS MÜLLER,ÁGUA BOA,MT,450.0,VFR Diurno/Noturno,,,-14.019722222222223,-52.151944444444446,1,30.0,,,1627.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SWFX,MT0022,SÃO FÉLIX DO ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,MT,199.0,VFR Diurno,,,-11.6325,-50.68944444444444,1,120.0,,,1450.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWII,AM0013,IPIRANGA,SANTO ANTÔNIO DO IÇÁ,AM,67.0,VFR Diurno,,,-2.940277777777778,-69.69416666666667,1,10.0,,,1500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWIQ,GO0019,AEROPORTO MUNICIPAL JOSÉ CAIRES DE OLIVEIRA,MINAÇU,GO,427.0,VFR Diurno/Noturno,,,-13.549166666666666,-48.19555555555555,1,50.0,,,1340.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWJN,MT0007,JUÍNA,JUÍNA,MT,330.0,VFR Diurno,,,-11.419444444444444,-58.71,1,170.0,,,1550.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWJW,GO0008,JATAÍ,JATAÍ,GO,771.0,VFR Diurno/Noturno,,,-17.83,-51.775277777777774,1,130.0,,,1500.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SWKC,MT0017,CÁCERES,CÁCERES,MT,151.0,VFR Diurno,,,-16.0425,-57.63,1,170.0,,,1850.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWKO,AM0010,COARI,COARI,AM,40.0,VFR Diurno,,,-4.134166666666667,-63.1325,1,100.0,,,1600.0,,,36.0,,,heliport
2025_08_22_BR_aerodromes_public,SWKQ,PI0004,SERRA DA CAPIVARA/SÃO RAIMUNDO NONATO,SÃO RAIMUNDO NONATO,PI,415.0,VFR Diurno/Noturno,,,-9.083333333333334,-42.64472222222222,1,160.0,,,1650.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SWHT,AM0019,HUMAITÁ,HUMAITÁ,AM,70.0,VFR Diurno,,,-7.534722222222222,-63.07222222222222,1,140.0,,,1520.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWKT,GO0015,CATALÃO,CATALÃO,GO,802.0,VFR Diurno/Noturno,,,-18.216944444444444,-47.89944444444444,1,170.0,,,1520.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWLC,GO0009,GENERAL LEITE DE CASTRO,RIO VERDE,GO,751.0,VFR Diurno/Noturno,,,-17.834722222222222,-50.95611111111111,1,40.0,,,1450.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWME,GO0033,MINEIROS,MINEIROS,GO,843.0,VFR Diurno/Noturno,,,-17.55138888888889,-52.556666666666665,1,10.0,,,1000.0,,,16.0,,,heliport
2025_08_22_BR_aerodromes_public,SWMW,AM0020,MAUÉS,MAUÉS,AM,21.0,VFR Diurno,,,-3.3719444444444444,-57.724722222222226,1,10.0,,,1200.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWNH,GO0017,ARUANÃ,ARUANÃ,GO,250.0,VFR Diurno,,,-14.933055555555555,-51.04833333333333,1,60.0,,,1509.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWNK,AM0011,NOVO CAMPO,BOCA DO ACRE,AM,120.0,VFR Diurno,,,-8.834722222222222,-67.3125,1,180.0,,,1600.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWLB,AM0024,LÁBREA,LÁBREA,AM,74.0,VFR Diurno,,,-7.278888888888889,-64.76944444444445,1,180.0,,,1200.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWNS,GO0004,ANÁPOLIS,ANÁPOLIS,GO,1112.0,VFR Diurno/Noturno,,,-16.3625,-48.92805555555555,1,70.0,,,1218.0,,,45.0,,,heliport
2025_08_22_BR_aerodromes_public,SWNQ,GO0016,NIQUELÂNDIA,NIQUELÂNDIA,GO,840.0,VFR Diurno,,,-14.436388888888889,-48.49194444444444,1,20.0,,,1479.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SWOB,AM0014,FONTE BOA,FONTE BOA,AM,63.0,VFR Diurno,,,-2.5324999999999998,-66.08333333333333,1,180.0,,,1300.0,,,24.0,,,heliport
2025_08_22_BR_aerodromes_public,SWPG,MT0010,PORTO DOS GAÚCHOS,PORTO DOS GAÚCHOS,MT,400.0,VFR Diurno,,,-11.54,-57.378055555555555,1,10.0,,,1500.0,,,25.0,,,heliport
2025_08_22_BR_aerodromes_public,SWPI,AM0006,PARINTINS,PARINTINS,AM,25.0,VFR Diurno/Noturno,,,-2.673611111111111,-56.777499999999996,1,60.0,,,1801.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWPK,MT0021,POCONÉ,POCONÉ,MT,185.0,VFR Diurno,,,-16.271666666666665,-56.651111111111106,1,10.0,,,1150.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SWPM,RO0009,PIMENTA BUENO,PIMENTA BUENO,RO,208.0,VFR Diurno/Noturno,,,-11.641388888888889,-61.178888888888885,1,40.0,,,1300.0,,,20.0,,,heliport
2025_08_22_BR_aerodromes_public,SWPR,GO0029,PIRES DO RIO,PIRES DO RIO,GO,781.0,VFR Diurno,,,-17.31888888888889,-48.33527777777778,1,110.0,,,1080.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SWPY,MT0023,PRIMAVERA DO LESTE,PRIMAVERA DO LESTE,MT,655.0,VFR Diurno/Noturno,,,-15.5625,-54.330555555555556,1,10.0,,,1330.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SWPZ,GO0010,OURIÇANGA DE ABREU,POSSE,GO,841.0,VFR Diurno/Noturno,,,-14.118055555555555,-46.34527777777778,1,100.0,,,1500.0,,,25.0,,,heliport
2025_08_22_BR_aerodromes_public,SWRO,RO0002,AEROCLUBE DE RONDÔNIA,PORTO VELHO,RO,113.0,VFR Diurno,,,-8.794166666666667,-63.8575,1,10.0,,,1300.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBSI,MT0002,PRESIDENTE JOÃO BATISTA FIGUEIREDO,SINOP,MT,374.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-11.885,-55.586111111111116,1,30.0,,,1630.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWTO,TO0008,PARAÍSO DO TOCANTINS,PARAÍSO DO TOCANTINS,TO,353.0,VFR Diurno,,,-10.173888888888888,-48.93277777777777,1,100.0,,,1200.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWTP,AM0022,SANTA ISABEL DO RIO NEGRO,SANTA ISABEL DO RIO NEGRO,AM,68.0,VFR Diurno,,,-0.37861111111111106,-64.99305555555556,1,90.0,,,1200.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWTS,MT0012,TANGARÁ DA SERRA,TANGARÁ DA SERRA,MT,449.0,VFR Diurno,,,-14.661944444444444,-57.443888888888885,1,180.0,,,1500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWTY,TO0009,TAGUATINGA,TAGUATINGA,TO,597.0,VFR Diurno,,,-12.435,-46.400277777777774,1,60.0,,,1400.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWUA,GO0011,SÃO MIGUEL DO ARAGUAIA,SÃO MIGUEL DO ARAGUAIA,GO,384.0,VFR Diurno,,,-13.33388888888889,-50.20583333333334,1,80.0,,,1500.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWUD,MG0069,DEPUTADO OSWALDO TOLENTINO,CLÁUDIO,MG,820.0,VFR Diurno,,,-20.445833333333333,-44.81305555555555,1,120.0,,,1000.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWUZ,GO0025,BRIGADEIRO ARARIPE MACEDO,LUZIÂNIA,GO,996.0,VFR Diurno,,,-16.261666666666667,-47.968611111111116,1,120.0,,,1200.0,,,20.0,,,heliport
2025_08_22_BR_aerodromes_public,SWVC,MT0016,VILA RICA,VILA RICA,MT,254.0,VFR Diurno,,,-9.981111111111112,-51.14055555555556,1,70.0,,,1350.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWWA,GO0012,PORANGATU,PORANGATU,GO,366.0,VFR Diurno/Noturno,,,-13.404444444444445,-49.157222222222224,1,140.0,,,1500.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SWWU,GO0013,URUAÇU,URUAÇU,GO,520.0,VFR Diurno/Noturno,,,-14.544722222222221,-49.09111111111111,1,180.0,,,1440.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWXM,MT0014,REGIONAL ORLANDO VILLAS BOAS,MATUPÁ,MT,270.0,VFR Diurno,,,-10.17,-54.95388888888889,1,20.0,,,1858.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SWXQ,SP0015,LINS,LINS,SP,480.0,VFR Diurno/Noturno,,,-21.662777777777777,-49.73111111111111,1,140.0,,,1700.0,,,35.0,,,heliport
2025_08_22_BR_aerodromes_public,SWXV,MT0013,NOVA XAVANTINA,NOVA XAVANTINA,MT,308.0,VFR Diurno,,,-14.697777777777778,-52.34722222222222,1,40.0,,,1300.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SWYN,AM0023,APUÍ,APUÍ,AM,60.0,VFR Diurno,,,-7.1722222222222225,-59.83888888888889,1,80.0,,,1200.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SBJH,SP1176,SÃO PAULO CATARINA AEROPORTO EXECUTIVO,SÃO ROQUE,SP,777.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-23.426944444444445,-47.16583333333333,1,120.0,,,2470.0,,,33.0,,,heliport
2025_08_22_BR_aerodromes_public,SJXI,MG0311,SANTA RITA DO SAPUCAÍ,SANTA RITA DO SAPUCAÍ,MG,882.0,VFR Diurno,,,-22.272777777777776,-45.64,1,160.0,,,1000.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SNCP,SC0181,AEROPORTO RICARDO SELL WAGNER - REGIONAL DA SERRA CATARINENSE,CORREIA PINTO,SC,880.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-27.634166666666665,-50.358333333333334,1,90.0,,,1802.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBTC,BA0067,UNA/COMANDATUBA,UNA,BA,7.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-15.353333333333333,-38.99722222222222,1,20.0,,,2000.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SDH2,MT0662,PORTO ALEGRE DO NORTE,PORTO ALEGRE DO NORTE,MT,217.0,VFR Diurno,,,-10.918055555555554,-51.60888888888889,1,120.0,,,1600.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SNOF,MG0057,OURO FINO,OURO FINO,MG,857.0,VFR Diurno,,,-22.297222222222224,-46.3925,1,60.0,,,1050.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SDK7,MS0563,NOVA ANDRADINA,NOVA ANDRADINA,MS,419.0,VFR Diurno,,,-22.162499999999998,-53.33027777777778,1,120.0,,,1300.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SJ4Y,GO0028,MORRINHOS,MORRINHOS,GO,803.0,VFR Diurno,,,-17.761666666666667,-49.12166666666667,1,50.0,,,1135.0,,,18.0,,,heliport
2025_08_22_BR_aerodromes_public,SI68,MT0612,GELINDO STEFANUTO,CAMPO NOVO DO PARECIS,MT,593.0,VFR Diurno,,,-13.731388888888889,-57.891666666666666,1,20.0,,,1600.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SN6L,CE0164,DR. LUCIANO DE ARRUDA COELHO,SOBRAL,CE,91.0,VFR Diurno/Noturno,,,-3.6147222222222224,-40.23222222222223,1,100.0,,,1800.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBFS,RJ0028,FAROL DE SÃO TOMÉ,CAMPOS DOS GOYTACAZES,RJ,2.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-22.030555555555555,-41.06861111111112,0,,,,,,,,,,heliport
2025_08_22_BR_aerodromes_public,SN3Y,BA0251,NOVO AEROPORTO DE BOM JESUS DA LAPA,BOM JESUS DA LAPA,BA,443.0,VFR Diurno/Noturno,,,-13.2725,-43.31472222222222,1,10.0,,,1550.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SJO7,MG0454,MUNICIPAL ELBER PEREIRA,IPANEMA,MG,252.0,VFR Diurno,,,-19.83222222222222,-41.69611111111111,1,20.0,,,1125.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SJO9,BA0253,SENHOR DO BONFIM,SENHOR DO BONFIM,BA,466.0,VFR Diurno,,,-10.518611111111111,-40.081944444444446,1,110.0,,,1550.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SBPW,RJ0321,PORTO DO AÇU,SÃO JOÃO DA BARRA,RJ,5.0,VFR Diurno/Noturno e IFR Diurno/Noturno,,,-21.804166666666667,-41.10888888888889,0,,,,,,,,,,heliport
2025_08_22_BR_aerodromes_public,SSBG,RS0091,MUNICIPAL DE BENTO GONÇALVES,BENTO GONÇALVES,RS,671.0,VFR Diurno,,,-29.1475,-51.54083333333333,1,130.0,,,1260.0,,,23.0,,,heliport
2025_08_22_BR_aerodromes_public,SND4,SC0020,ISMAEL NUNES,SÃO JOAQUIM,SC,1426.0,VFR Diurno,,,-28.245555555555555,-49.8975,1,170.0,,,1300.0,,,30.0,,,heliport
2025_08_22_BR_aerodromes_public,SND6,SC0012,DIONÍSIO CERQUEIRA,DIONÍSIO CERQUEIRA,SC,824.0,VFR Diurno,,,-26.28805555555556,-53.630833333333335,1,10.0,,,1376.0,,,18.0,,,heliport
